"","MeetID","MeetPath","Federation","Date","MeetCountry","MeetState","MeetTown","MeetName","Year","lat","long"
1098,783,"cpu/2011-02-19-57f24185","CPU","19-02-11","Canada","QC","Jonquiere","Saguenay Open",2011,48.423604,-71.2395463
1099,784,"cpu/2011-02-20-942812a3","CPU","20-02-11","Canada","ON","North Bay","Canadore College 'classic rules'",2011,46.3091152,-79.4608204
1100,785,"cpu/2011-02-27-19246c47","CPU","27-02-11","Canada","PE","Charlottetown","Last Chance Qualifier",2011,46.23824,-63.1310704
1101,786,"cpu/2011-03-05-1de50726","CPU","05-03-11","Canada","QC","Montreal","Montreal Earthquake",2011,45.5016889,-73.567256
1102,787,"cpu/2011-03-29-10930ceb","CPU","29-03-11","Canada","PE","Charlottetown","Canadian Championship",2011,46.23824,-63.1310704
1103,788,"cpu/2011-03-29-eabe686f","CPU","29-03-11","Canada","PE","Charlottetown","Canadian Benchpress Championship",2011,46.23824,-63.1310704
1104,789,"cpu/2011-06-04-66d62176","CPU","04-06-11","Canada","ON","Belle River","Belle River 3-Lift and Benchpress",2011,42.2932234,-82.7117164
1105,790,"cpu/2011-06-11-a41c4e59","CPU","11-06-11","Canada","NS","Greenwood","Nova Scotia Provincials",2011,44.9717246,-64.9341295
1106,791,"cpu/2011-06-11-d305ff6e","CPU","11-06-11","Canada","QC","Ste-Marie","Ste-Marie Festival",2011,46.4390284,-71.0213182
1107,792,"cpu/2011-06-11-ffe9ce44","CPU","11-06-11","Canada","MB","Portage LaPrairie","Portage Strength Classic",2011,49.9723205,-98.2903251
1108,793,"cpu/2011-06-12-42cf9711","CPU","12-06-11","Canada","BC","Vancouver","BC Provincial Championship",2011,49.2827291,-123.1207375
1109,794,"cpu/2011-06-18-becda45d","CPU","18-06-11","Canada","SK","Moose Jaw","Unparalleled Open",2011,50.3915811,-105.5348562
1110,795,"cpu/2011-06-18-e153f6da","CPU","18-06-11","Canada","NL","St. Johns","Newfoundland Provincials",2011,47.5615096,-52.7125768
1111,796,"cpu/2011-06-18-e78684d8","CPU","18-06-11","Canada","ON","Toronto","Toronto Supershow",2011,43.653226,-79.3831843
1112,797,"cpu/2011-06-25-972ad0d4","CPU","25-06-11","Canada","ON","Mississauga","UTM Championship",2011,43.5890452,-79.6441198
1113,798,"cpu/2011-07-08-28f20a20","CPU","08-07-11","Canada","AB","Calgary","Alberta Provincial Championship",2011,51.0486151,-114.0708459
1114,799,"cpu/2011-07-09-28f20a20","CPU","09-07-11","Canada","AB","Calgary","Alberta Provincial Championship",2011,51.0486151,-114.0708459
1115,800,"cpu/2011-07-16-4f8993bf","CPU","16-07-11","Canada","PE","Charlottetown","Atlantic Raw",2011,46.23824,-63.1310704
1116,801,"cpu/2011-07-17-812f4a38","CPU","17-07-11","Canada","ON","Ottawa","Ottawa Bench Only",2011,45.4215296,-75.6971931
1117,802,"cpu/2011-07-17-b4e74d8a","CPU","17-07-11","Canada","ON","Ottawa","Ottawa Classic and Open",2011,45.4215296,-75.6971931
1118,803,"cpu/2011-08-28-fcfe1fea","CPU","28-08-11","Canada","ON","London","London Open",2011,42.9849233,-81.2452768
1119,804,"cpu/2011-09-17-600c62df","CPU","17-09-11","Canada","QC","Baie-Comeau","Defi D'Odin",2011,49.2212971,-68.1503944
1120,805,"cpu/2011-10-01-d27bbf39","CPU","01-10-11","Canada","AB","Calgary","Calgary Festival Of Strength",2011,51.0486151,-114.0708459
1121,806,"cpu/2011-10-17-019913e8","CPU","17-10-11","Canada","MB","Winnipeg","Power In The Parkland II",2011,49.895136,-97.1383744
1122,807,"cpu/2011-10-29-2fbb09d7","CPU","29-10-11","Canada","SK","Saskatoon","Saskatchewan Provincials",2011,52.1332144,-106.6700458
1123,808,"cpu/2011-10-29-33a1ff9e","CPU","29-10-11","Canada","PE","Charlottetown","Eastern Canadian Championship",2011,46.23824,-63.1310704
1124,809,"cpu/2011-10-30-18717635","CPU","30-10-11","Canada","QC","St-Georges","Quebec Provincials",2011,46.1229184,-70.670352
1125,810,"cpu/2011-11-06-1cc8386b","CPU","06-11-11","Canada","BC","Vancouver","BC Fall Classic",2011,49.2827291,-123.1207375
1126,811,"cpu/2011-11-12-d64aa996","CPU","12-11-11","Canada","NL","St. John's","Classic National Championship",2011,47.5615096,-52.7125768
1127,812,"cpu/2011-11-26-1a27d851","CPU","26-11-11","Canada","ON","Belle River","Ontario Benchpress Championship",2011,42.2932234,-82.7117164
1128,813,"cpu/2011-11-26-6c6d605d","CPU","26-11-11","Canada","ON","Belle River","Belle River Open",2011,42.2932234,-82.7117164
1129,814,"cpu/2011-11-26-75b134a7","CPU","26-11-11","Canada","AB","Edmonton","Western Canadian Championship",2011,53.544389,-113.4909267
1130,815,"cpu/2011-12-12-a3df82bb","CPU","12-12-11","Canada","SK","Moose Jaw","Last Chance 2011",2011,50.3915811,-105.5348562
1131,816,"cpu/2012-01-21-6500e82a","CPU","21-01-12","Canada","ON","Ottawa","Ontario Provincial Championship",2012,45.4215296,-75.6971931
1132,817,"cpu/2012-01-21-9d433ef4","CPU","21-01-12","Canada","AB","Medicine Hat","Viking III Open",2012,50.0405486,-110.6764257
1133,818,"cpu/2012-01-28-20a31723","CPU","28-01-12","Canada","PE","Charlottetown","PEI Provincials",2012,46.23824,-63.1310704
1134,819,"cpu/2012-02-04-11b14f0d","CPU","04-02-12","Canada","QC","Jonquiere","Saquenay Open",2012,48.423604,-71.2395463
1135,820,"cpu/2012-02-05-497da2bc","CPU","05-02-12","Canada","MB","Winnipeg","17 Wing Open",2012,49.895136,-97.1383744
1136,821,"cpu/2012-02-12-2302a4b8","CPU","12-02-12","Canada","SK","Weyburn","Weyburn Open",2012,49.6632836,-103.8532906
1137,822,"cpu/2012-02-18-1de50726","CPU","18-02-12","Canada","QC","Montreal","Montreal Earthquake",2012,45.5016889,-73.567256
1138,823,"cpu/2012-03-18-43421d4f","CPU","18-03-12","Canada","ON","North Bay","College Challenge",2012,46.3091152,-79.4608204
1139,824,"cpu/2012-04-10-10930ceb","CPU","10-04-12","Canada","AB","Calgary","Canadian Championship",2012,51.0486151,-114.0708459
1140,825,"cpu/2012-05-17-fcfe1fea","CPU","17-05-12","Canada","ON","London","London Open",2012,42.9849233,-81.2452768
1141,826,"cpu/2012-05-26-a41c4e59","CPU","26-05-12","Canada","NS","Digby","Nova Scotia Provincials",2012,44.6215286,-65.757553
1142,827,"cpu/2012-06-02-e78684d8","CPU","02-06-12","Canada","ON","Toronto","Toronto Supershow",2012,43.653226,-79.3831843
1143,828,"cpu/2012-06-03-71fc206e","CPU","03-06-12","Canada","BC","Vancouver","BC Provincial Championships",2012,49.2827291,-123.1207375
1144,829,"cpu/2012-06-09-c35cc0f4","CPU","09-06-12","Canada","ON","Belle River","Belle River",2012,42.2932234,-82.7117164
1145,830,"cpu/2012-06-09-e9612e5d","CPU","09-06-12","Canada","QC","Ste Marie","Ste Marie Sport Festival",2012,46.4390284,-71.0213182
1146,831,"cpu/2012-06-23-becda45d","CPU","23-06-12","Canada","SK","Moose Jaw","Unparalleled Open",2012,50.3915811,-105.5348562
1147,832,"cpu/2012-06-24-18915940","CPU","24-06-12","Canada","ON","Mississauga","UTM Open Classic",2012,43.5890452,-79.6441198
1148,833,"cpu/2012-06-24-4aa34ebb","CPU","24-06-12","Canada","MB","Dauphin","Power In The Parkland",2012,51.1500374,-100.0497004
1149,834,"cpu/2012-07-07-ef4f866c","CPU","07-07-12","Canada","NL","St. Johns","Newfoundland Provincial Championship",2012,47.5615096,-52.7125768
1150,835,"cpu/2012-07-15-28f20a20","CPU","15-07-12","Canada","AB","Redcliff","Alberta Provincial Championship",2012,50.0719947,-110.7818827
1151,836,"cpu/2012-07-17-6e3ba503","CPU","17-07-12","Canada","ON","Ottawa","Ottawa Open",2012,45.4215296,-75.6971931
1152,837,"cpu/2012-08-18-75b134a7","CPU","18-08-12","Canada","SK","Moose Jaw","Western Canadian Championship",2012,50.3915811,-105.5348562
1153,838,"cpu/2012-08-18-cfe0e845","CPU","18-08-12","Canada","ON","St. Catharines","Niagara Open",2012,43.1593745,-79.2468626
1154,839,"cpu/2012-09-08-8ac17044","CPU","08-09-12","Canada","PE","Charlottetown","Atlantics",2012,46.23824,-63.1310704
1155,840,"cpu/2012-09-15-6c6d605d","CPU","15-09-12","Canada","ON","Belle River","Belle River Open",2012,42.2932234,-82.7117164
1156,841,"cpu/2012-10-01-6ed58973","CPU","01-10-12","Canada","ON","North Bay","Northern Ontario Open",2012,46.3091152,-79.4608204
1157,842,"cpu/2012-10-06-5c394bff","CPU","06-10-12","Canada","QC","Jonquiere","QPF Provincials",2012,48.423604,-71.2395463
1158,843,"cpu/2012-10-13-d27bbf39","CPU","13-10-12","Canada","AB","Calgary","Calgary Festival Of Strength",2012,51.0486151,-114.0708459
1159,844,"cpu/2012-10-15-6e3ba503","CPU","15-10-12","Canada","ON","Ottawa","Ottawa Open",2012,45.4215296,-75.6971931
1160,845,"cpu/2012-11-04-1cc8386b","CPU","04-11-12","Canada","BC","Abbotsford","BC Fall Classic",2012,49.0504377,-122.3044697
1161,846,"cpu/2012-11-09-2fbb09d7","CPU","09-11-12","Canada","SK","Moose Jaw","Saskatchewan Provincials",2012,50.3915811,-105.5348562
1162,847,"cpu/2012-11-17-371afa8c","CPU","17-11-12","Canada","NS","Digby","Eastern Canadians",2012,44.6215286,-65.757553
1163,848,"cpu/2012-11-18-bcbdf216","CPU","18-11-12","Canada","MB","Winnipeg","Keystone Klassic",2012,49.895136,-97.1383744
1164,849,"cpu/2012-12-01-bf56c8a5","CPU","01-12-12","Canada","AB","Edmonton","Powersurge III",2012,53.544389,-113.4909267
1165,850,"cpu/2012-12-02-f2008363","CPU","02-12-12","Canada","QC","Quebec City","Evolugym",2012,46.8138783,-71.2079809
1166,851,"cpu/2012-12-08-1cac8aa9","CPU","08-12-12","Canada","QC","Montreal","Epicentre Open and Novice",2012,45.5016889,-73.567256
1167,852,"cpu/2012-12-15-1a27d851","CPU","15-12-12","Canada","ON","Belle River","Ontario Benchpress Championship",2012,42.2932234,-82.7117164
1168,853,"cpu/2012-12-15-2d8f7e98","CPU","15-12-12","Canada","ON","Belle River","Ontario Classic Championship",2012,42.2932234,-82.7117164
1169,854,"cpu/2012-12-15-7aade0c8","CPU","15-12-12","Canada","BC","Vancouver","BCPA Winter Open",2012,49.2827291,-123.1207375
1170,855,"cpu/2012-12-16-2d8f7e98","CPU","16-12-12","Canada","ON","Belle River","Ontario Classic Championship",2012,42.2932234,-82.7117164
1171,856,"cpu/2012-12-29-f7807daa","CPU","29-12-12","Canada","SK","Moose Jaw","Last Chance Invitational",2012,50.3915811,-105.5348562
1172,857,"cpu/2013-01-06-665da861","CPU","06-01-13","Canada","AB","Calgary","Avi Silverberg BP Classic",2013,51.0486151,-114.0708459
1173,858,"cpu/2013-01-12-20a31723","CPU","12-01-13","Canada","PE","Souris","PEI Provincials",2013,46.3549799,-62.2518341
1174,859,"cpu/2013-01-19-437dd3bc","CPU","19-01-13","Canada","NS","Halifax","Optimyz Live",2013,44.6487635,-63.5752387
1175,860,"cpu/2013-01-19-989a7824","CPU","19-01-13","Canada","QC","Jonquiere","FQD Classic",2013,48.423604,-71.2395463
1176,861,"cpu/2013-01-26-1d3f38cf","CPU","26-01-13","Canada","ON","London","Ontario Equipped Provincials",2013,42.9849233,-81.2452768
1177,862,"cpu/2013-02-09-77db7a05","CPU","09-02-13","Canada","SK","Regina","Regina Open",2013,50.4452112,-104.6188943
1178,863,"cpu/2013-02-10-7aade0c8","CPU","10-02-13","Canada","BC","Richmond","BCPA Winter Open",2013,49.1665898,-123.133569
1179,864,"cpu/2013-02-11-497da2bc","CPU","11-02-13","Canada","MB","Winnipeg","17 Wing Open",2013,49.895136,-97.1383744
1180,865,"cpu/2013-03-20-dbfa7b0c","CPU","20-03-13","Canada","BC","Richmond","2013 Canadian Championship",2013,49.1665898,-123.133569
1181,866,"cpu/2013-04-06-2ef784f6","CPU","06-04-13","Canada","QC","Drummondville","Central Quebec Challenge",2013,45.8802909,-72.4842824
1182,867,"cpu/2013-04-20-e7dc12dc","CPU","20-04-13","Canada","AB","Calgary","Strive To Qualify",2013,51.0486151,-114.0708459
1183,868,"cpu/2013-04-26-72ce1aba","CPU","26-04-13","Canada","NS","Shearwater","Formation Bench Challenge",2013,44.6366195,-63.5060716
1184,869,"cpu/2013-05-04-6c6d605d","CPU","04-05-13","Canada","ON","Belle River","Belle River Open",2013,42.2932234,-82.7117164
1185,870,"cpu/2013-05-17-75f81f14","CPU","17-05-13","Canada","SK","Regina","Adrenaline Open",2013,50.4452112,-104.6188943
1186,871,"cpu/2013-05-25-a41c4e59","CPU","25-05-13","Canada","NS","Lower Sackville","Nova Scotia Provincials",2013,44.7764086,-63.6791223
1187,872,"cpu/2013-06-01-e78684d8","CPU","01-06-13","Canada","ON","Toronto","Toronto Supershow",2013,43.653226,-79.3831843
1188,873,"cpu/2013-06-08-41b0a00e","CPU","08-06-13","Canada","QC","Ste-Marie","Ste-Marie Sport Festival",2013,46.4390284,-71.0213182
1189,874,"cpu/2013-06-08-4aa34ebb","CPU","08-06-13","Canada","MB","Dauphin","Power In The Parkland",2013,51.1500374,-100.0497004
1190,875,"cpu/2013-06-08-e153f6da","CPU","08-06-13","Canada","NL","St. John's","Newfoundland Provincials",2013,47.5615096,-52.7125768
1191,876,"cpu/2013-06-09-f7c045d7","CPU","09-06-13","Canada","BC","Richmond","BC Provincials",2013,49.1665898,-123.133569
1192,877,"cpu/2013-06-14-2f608877","CPU","14-06-13","Canada","AB","Calgary","Peak Power Challenge",2013,51.0486151,-114.0708459
1193,878,"cpu/2013-06-15-438c9034","CPU","15-06-13","Canada","ON","Mississauga","UTM",2013,43.5890452,-79.6441198
1194,879,"cpu/2013-07-06-d5343621","CPU","06-07-13","Canada","ON","South Huron","South Huron Open",2013,43.316667,-81.5
1195,880,"cpu/2013-07-07-5786258c","CPU","07-07-13","Canada","AB","Calgary","Alberta Provincials",2013,51.0486151,-114.0708459
1196,881,"cpu/2013-07-13-becda45d","CPU","13-07-13","Canada","SK","Moose Jaw","Unparalleled Open",2013,50.3915811,-105.5348562
1197,882,"cpu/2013-07-21-6e3ba503","CPU","21-07-13","Canada","ON","Ottawa","Ottawa Open",2013,45.4215296,-75.6971931
1198,883,"cpu/2013-08-10-b4133c55","CPU","10-08-13","Canada","PE","Charlottetown","PEI Classic Provincials",2013,46.23824,-63.1310704
1199,884,"cpu/2013-08-11-38291a14","CPU","11-08-13","Canada","AB","Calgary","Big Rock Open",2013,51.0486151,-114.0708459
1200,885,"cpu/2013-08-17-cfe0e845","CPU","17-08-13","Canada","ON","St. Catherines","Niagara Open",2013,43.1593745,-79.2468626
1201,886,"cpu/2013-08-18-e8684b9b","CPU","18-08-13","Canada","AB","Edmonton","Bay Noppers Memorial",2013,53.544389,-113.4909267
1202,887,"cpu/2013-08-24-cc77bdc4","CPU","24-08-13","Canada","QC","Varennes","South Shore Challenge",2013,45.6810341,-73.4374973
1203,888,"cpu/2013-09-08-02539b86","CPU","08-09-13","Canada","BC","Victoria","Taranis Challenge",2013,48.4284207,-123.3656444
1204,889,"cpu/2013-10-05-b83dc5cd","CPU","05-10-13","Canada","AB","Calgary","Urban Athletic Games",2013,51.0486151,-114.0708459
1205,890,"cpu/2013-10-19-3ac22eaa","CPU","19-10-13","Canada","ON","North Bay","North Bay Open",2013,46.3091152,-79.4608204
1206,891,"cpu/2013-10-19-75b134a7","CPU","19-10-13","Canada","MB","Winnipeg","Western Canadian Championship",2013,49.895136,-97.1383744
1207,892,"cpu/2013-10-26-2fbb09d7","CPU","26-10-13","Canada","SK","Saskatoon","Saskatchewan Provincials",2013,52.1332144,-106.6700458
1208,893,"cpu/2013-10-26-33a1ff9e","CPU","26-10-13","Canada","NS","Sydney","Eastern Canadian Championship",2013,46.1367899,-60.194224
1209,894,"cpu/2013-10-27-97eae879","CPU","27-10-13","Canada","QC","Bureau","Quebec Equipped Provincials",2013,46.1303845,-73.4224787
1210,895,"cpu/2013-11-02-81b29779","CPU","02-11-13","Canada","BC","Abbotsford","BCPA Fall Classic",2013,49.0504377,-122.3044697
1211,896,"cpu/2013-11-03-99c68596","CPU","03-11-13","Canada","ON","Dundas","Dundas Open",2013,43.2665089,-79.9568685
1212,897,"cpu/2013-11-09-57f24185","CPU","09-11-13","Canada","QC","Saguenay","Saguenay Open",2013,48.4280529,-71.0684923
1213,898,"cpu/2013-11-16-2d8f7e98","CPU","16-11-13","Canada","ON","Ottawa","Ontario Classic Championship",2013,45.4215296,-75.6971931
1214,899,"cpu/2013-11-16-4237e972","CPU","16-11-13","Canada","AB","Edmonton","Powersurge",2013,53.544389,-113.4909267
1215,900,"cpu/2013-11-24-8f52bc71","CPU","24-11-13","Canada","MB","Winnipeg","Keystone Classic",2013,49.895136,-97.1383744
1216,901,"cpu/2013-11-30-3a2eb93f","CPU","30-11-13","Canada","NL","St. Johns","Newfoundland Open",2013,47.5615096,-52.7125768
1217,902,"cpu/2013-12-07-a27dcd8c","CPU","07-12-13","Canada","QC","Montreal","Montreal Open",2013,45.5016889,-73.567256
1218,903,"cpu/2013-12-21-904f0851","CPU","21-12-13","Canada","SK","Moose Jaw","Rhaea Stinn Last Chance Open",2013,50.3915811,-105.5348562
1219,197,"cpl/1401","CPL","26-07-14","Canada","BC","Prince George","Canadian Powerlifting League National Championships",2014,53.9170641,-122.7496693
1220,904,"cpu/2014-01-05-193b6982","CPU","05-01-14","Canada","ON","London","London Fun Meet",2014,42.9849233,-81.2452768
1221,905,"cpu/2014-01-11-7aa4b787","CPU","11-01-14","Canada","AB","Cold Lake","Cold Lake Bar Benders",2014,54.4643173,-110.1731468
1222,906,"cpu/2014-01-18-1d3f38cf","CPU","18-01-14","Canada","ON","Emeryville","Ontario Equipped Provincials",2014,42.296521,-82.750991
1223,907,"cpu/2014-01-18-d6fd1c4e","CPU","18-01-14","Canada","PE","Charlottetown","PEI Equipped Provincials/Winter Classic",2014,46.23824,-63.1310704
1224,908,"cpu/2014-01-25-d39f86d2","CPU","25-01-14","Canada","SK","Saskatoon","Synergy Strength Open",2014,52.1332144,-106.6700458
1225,909,"cpu/2014-01-25-eda10dcb","CPU","25-01-14","Canada","QC","Drummondville","Quebec Classic Provincials",2014,45.8802909,-72.4842824
1226,910,"cpu/2014-02-08-636fced6","CPU","08-02-14","Canada","AB","Edmonton","U of A Invitational",2014,53.544389,-113.4909267
1227,911,"cpu/2014-02-08-da718648","CPU","08-02-14","Canada","NS","","East Coast Open",2014,44.6819866,-63.744311
1228,912,"cpu/2014-02-09-ebd9ed92","CPU","09-02-14","Canada","ON","Mississauga","College/University Challenge",2014,43.5890452,-79.6441198
1229,913,"cpu/2014-02-16-2614b02d","CPU","16-02-14","Canada","MB","Winnipeg","Manitoba Provincial Championship",2014,49.895136,-97.1383744
1230,914,"cpu/2014-02-23-f8e9151c","CPU","23-02-14","Canada","BC","Richmond","2014 BC Winter Open",2014,49.1665898,-123.133569
1231,915,"cpu/2014-03-25-caf7c841","CPU","25-03-14","Canada","ON","Hamilton","Hamilton Regional High School Championship",2014,43.2557206,-79.8711024
1232,916,"cpu/2014-03-31-10930ceb","CPU","31-03-14","Canada","ON","St. Catherines","Canadian Championship",2014,43.1593745,-79.2468626
1233,917,"cpu/2014-04-26-e4baae73","CPU","26-04-14","Canada","ON","Belle River","Belle River High School Regional",2014,42.2932234,-82.7117164
1234,918,"cpu/2014-04-26-ed996b25","CPU","26-04-14","Canada","BC","Langley","BCPA Spring Open",2014,49.1041779,-122.6603519
1235,919,"cpu/2014-05-03-27d8b95b","CPU","03-05-14","Canada","AB","Calgary","Heroes of Iron",2014,51.0486151,-114.0708459
1236,920,"cpu/2014-05-10-6c6d605d","CPU","10-05-14","Canada","ON","Belle River","Belle River Open",2014,42.2932234,-82.7117164
1237,921,"cpu/2014-05-10-db934a9c","CPU","10-05-14","Canada","AB","Edmonton","UAPA Farewell",2014,53.544389,-113.4909267
1238,922,"cpu/2014-05-17-2ba26c8e","CPU","17-05-14","Canada","SK","Saskatoon","Reebok Crossfit 306 Open",2014,52.1332144,-106.6700458
1239,923,"cpu/2014-05-24-a41c4e59","CPU","24-05-14","Canada","NS","Sackville","Nova Scotia Provincials",2014,44.7764086,-63.6791223
1240,924,"cpu/2014-05-25-38291a14","CPU","25-05-14","Canada","AB","Calgary","Big Rock Open",2014,51.0486151,-114.0708459
1241,925,"cpu/2014-05-31-e78684d8","CPU","31-05-14","Canada","ON","Toronto","Toronto Supershow",2014,43.653226,-79.3831843
1242,926,"cpu/2014-06-07-41b0a00e","CPU","07-06-14","Canada","QC","Ste-Marie","Ste-Marie Sport Festival",2014,46.4390284,-71.0213182
1243,927,"cpu/2014-06-14-4aa34ebb","CPU","14-06-14","Canada","MB","Dauphin","Power In The Parkland",2014,51.1500374,-100.0497004
1244,928,"cpu/2014-06-21-33451bba","CPU","21-06-14","Canada","PE","Summerside","Prince County Open",2014,46.3933777,-63.7902331
1245,929,"cpu/2014-06-21-42cf9711","CPU","21-06-14","Canada","BC","Vancouver","BC Provincial Championship",2014,49.2827291,-123.1207375
1246,930,"cpu/2014-06-21-f87f2a5f","CPU","21-06-14","Canada","ON","Mississauga","UTM Open",2014,43.5890452,-79.6441198
1247,931,"cpu/2014-06-28-becda45d","CPU","28-06-14","Canada","SK","Moose Jaw","Unparalleled Open",2014,50.3915811,-105.5348562
1248,932,"cpu/2014-06-28-ef4f866c","CPU","28-06-14","Canada","NL","St. John's","Newfoundland Provincial Championship",2014,47.5615096,-52.7125768
1249,933,"cpu/2014-07-05-28f20a20","CPU","05-07-14","Canada","AB","Olds","Alberta Provincial Championship",2014,51.7920135,-114.105279
1250,934,"cpu/2014-07-12-6e3ba503","CPU","12-07-14","Canada","ON","Ottawa","Ottawa Open",2014,45.4215296,-75.6971931
1251,935,"cpu/2014-08-16-cc7cd45c","CPU","16-08-14","Canada","PE","Charlottetown","Atlantic Raw Championship",2014,46.23824,-63.1310704
1252,936,"cpu/2014-08-16-cfe0e845","CPU","16-08-14","Canada","ON","St. Catherines","Niagara Open",2014,43.1593745,-79.2468626
1253,937,"cpu/2014-08-23-43533775","CPU","23-08-14","Canada","QC","Longueuil","Napalm Classic",2014,45.5369442,-73.5107131
1254,938,"cpu/2014-08-24-95f365b1","CPU","24-08-14","Canada","MB","Winnipeg","Prarie Crossfit Open",2014,49.895136,-97.1383744
1255,939,"cpu/2014-08-24-e8684b9b","CPU","24-08-14","Canada","AB","Edmonton","Bay Noppers Memorial",2014,53.544389,-113.4909267
1256,940,"cpu/2014-08-30-e7923e17","CPU","30-08-14","Canada","NS","Sydney","ATP Summer Open",2014,46.1367899,-60.194224
1257,941,"cpu/2014-09-06-6c6d605d","CPU","06-09-14","Canada","ON","Belle River","Belle River Open",2014,42.2932234,-82.7117164
1258,942,"cpu/2014-09-13-0640a5ca","CPU","13-09-14","Canada","ON","Orangeville","Orangeville Open",2014,43.9199788,-80.0943113
1259,943,"cpu/2014-09-13-2511bce8","CPU","13-09-14","Canada","QC","Quebec City","Evolugym Open",2014,46.8138783,-71.2079809
1260,944,"cpu/2014-09-13-2fbb09d7","CPU","13-09-14","Canada","SK","Regina","Saskatchewan Provincials",2014,50.4452112,-104.6188943
1261,945,"cpu/2014-09-27-3baf78d5","CPU","27-09-14","Canada","BC","Vancouver","Thunderbird Challenge",2014,49.2827291,-123.1207375
1262,946,"cpu/2014-09-28-1b21e831","CPU","28-09-14","Canada","ON","Dundas","Dundas Valley Open",2014,43.2665089,-79.9568685
1263,947,"cpu/2014-10-04-6dc40091","CPU","04-10-14","Canada","PE","Charlottetown","DEF Championship",2014,46.23824,-63.1310704
1264,948,"cpu/2014-10-04-75b134a7","CPU","04-10-14","Canada","AB","Calgary","Western Canadian Championship",2014,51.0486151,-114.0708459
1265,949,"cpu/2014-10-18-3ac22eaa","CPU","18-10-14","Canada","ON","North Bay","North Bay Open",2014,46.3091152,-79.4608204
1266,950,"cpu/2014-10-18-8d7df765","CPU","18-10-14","Canada","NL","St. Johns","NLPA Open",2014,47.5615096,-52.7125768
1267,951,"cpu/2014-11-08-57f24185","CPU","08-11-14","Canada","QC","Saguenay","Saguenay Open",2014,48.4280529,-71.0684923
1268,952,"cpu/2014-11-09-81b29779","CPU","09-11-14","Canada","BC","Abbotsford","BCPA Fall Classic",2014,49.0504377,-122.3044697
1269,953,"cpu/2014-11-15-4237e972","CPU","15-11-14","Canada","AB","Edmonton","Powersurge",2014,53.544389,-113.4909267
1270,954,"cpu/2014-11-16-1b21e831","CPU","16-11-14","Canada","ON","Hamilton","Dundas Valley Open",2014,43.2557206,-79.8711024
1271,955,"cpu/2014-11-22-41e3d66c","CPU","22-11-14","Canada","MB","Winnipeg","17 Wing Championship",2014,49.895136,-97.1383744
1272,956,"cpu/2014-11-29-04edd566","CPU","29-11-14","Canada","ON","Hamilton","OPA Classic Provincials",2014,43.2557206,-79.8711024
1273,957,"cpu/2014-11-29-33a1ff9e","CPU","29-11-14","Canada","PE","Charlottetown","Eastern Canadian Championship",2014,46.23824,-63.1310704
1274,958,"cpu/2014-12-06-e03170dc","CPU","06-12-14","Canada","QC","Montreal","Montreal Childrens Hospital Challenge",2014,45.5016889,-73.567256
1275,959,"cpu/2014-12-14-79c42571","CPU","14-12-14","Canada","AB","Calgary","Western Canadian Benchpress Championship",2014,51.0486151,-114.0708459
1276,960,"cpu/2014-12-20-f7807daa","CPU","20-12-14","Canada","SK","Moose Jaw","Last Chance Invitational",2014,50.3915811,-105.5348562
1277,4647,"rps/1432","RPS","30-08-14","Canada","ON","Cornwall","2014 Great White North Invasion",2014,45.0212762,-74.730345
1278,140,"commonwealthpf/1501","CommonwealthPF","01-12-15","Canada","BC","Richmond","2015 Commonwealth Championships",2015,49.1665898,-123.133569
1279,142,"cpf/1501","CPF","20-11-15","Canada","ON","Waterloo","6th Annual St David's Full Power Bash",2015,43.4642578,-80.5204096
1280,143,"cpf/1502","CPF","14-11-15","Canada","QC","Longueuil","Napalm Push-Pull",2015,45.5369442,-73.5107131
1281,144,"cpf/1503","CPF","07-11-15","Canada","NS","Amherst","Autumn Armageddon",2015,45.816667,-64.2167206
1282,145,"cpf/1504","CPF","27-06-15","Canada","ON","Toronto","CPF Nationals",2015,43.653226,-79.3831843
1283,198,"cpl/1501","CPL","06-06-15","Canada","BC","Prince George","Western Canadian Bash",2015,53.9170641,-122.7496693
1284,199,"cpl/1502","CPL","25-07-15","Canada","BC","Vancouver","Vancouver PRO-AM Expo",2015,49.2827291,-123.1207375
1285,200,"cpl/1503","CPL","29-08-15","Canada","AB","Red Deer","CPL Red Deer Nationals 2015",2015,52.2681118,-113.8112386
1286,961,"cpu/2015-01-24-53017db6","CPU","24-01-15","Canada","SK","Saskatoon","Saskatchewan Strength Symposium",2015,52.1332144,-106.6700458
1287,962,"cpu/2015-01-24-aae8e6a3","CPU","24-01-15","Canada","NL","St. Johns","MM Performance Last Chance Qualifier",2015,47.5615096,-52.7125768
1288,963,"cpu/2015-01-25-1d3f38cf","CPU","25-01-15","Canada","ON","Hamilton","Ontario Equipped Provincials",2015,43.2557206,-79.8711024
1289,964,"cpu/2015-01-31-a27dcd8c","CPU","31-01-15","Canada","QC","Montreal","Montreal Open",2015,45.5016889,-73.567256
1290,965,"cpu/2015-02-07-20a31723","CPU","07-02-15","Canada","PE","Charlottetown","PEI Provincials",2015,46.23824,-63.1310704
1291,966,"cpu/2015-02-07-44580156","CPU","07-02-15","Canada","ON","Toronto","Ontario College and University Championship",2015,43.653226,-79.3831843
1292,967,"cpu/2015-02-07-c042c020","CPU","07-02-15","Canada","AB","Cold Lake","Cold Lake Barbenders Prairie Open",2015,54.4643173,-110.1731468
